timestamp,last_price,bid_price,ask_price,bid_volume,ask_volume,volume_24h,high_24h,low_24h,change_24h,price_change_24h,bid_ask_spread,change_24h_normalized,spread_percentage,trend
2025-05-14 20:41:13,104094.0,104077.64,104077.65,0.90395,2.64126,2020226905.6662524,104976.25,102811.32,0.31,321.5,-0.00999999999476131,0.0031,-9.606701630027965e-06,bullish
2025-05-14 20:41:15,104077.64,104093.2,104093.21,0.00635,3.33688,2020537187.6903896,104976.25,102811.32,0.304,315.73,-0.010000000009313226,0.0030399999999999997,-9.608211724740516e-06,bullish
2025-05-14 20:41:17,104084.0,104084.0,104084.01,6.11739,9.19866,2022465382.2785723,104976.25,102811.32,0.32,332.52,-0.00999999999476131,0.0032,-9.607624605858066e-06,bullish
2025-05-14 20:41:19,104065.18,104047.61,104047.62,1.84267,0.18853,2025412093.0872822,104976.25,102811.32,0.302,313.71,-0.00999999999476131,0.00302,-9.609362127429474e-06,bullish
2025-05-14 20:41:21,104048.78,104048.78,104048.79,3.62046,0.78111,2025670280.1918902,104976.25,102811.32,0.311,322.43,-0.00999999999476131,0.00311,-9.610876739507479e-06,bullish
2025-05-14 20:41:23,104048.78,104048.78,104048.79,5.49195,0.54409,2025670989.0424707,104976.25,102811.32,0.311,322.43,-0.00999999999476131,0.00311,-9.610876739507479e-06,bullish
2025-05-14 20:41:25,104052.2,104064.19,104064.2,6.20809,0.41082,2025835159.3535213,104976.25,102811.32,0.321,333.3,-0.00999999999476131,0.00321,-9.61056084807559e-06,bullish
2025-05-14 20:41:27,104064.19,104064.19,104064.2,5.05609,0.50613,2025906163.3094292,104976.25,102811.32,0.333,345.29,-0.00999999999476131,0.00333,-9.60945354474129e-06,bullish
2025-05-14 20:41:29,104075.26,104064.86,104064.87,1.66768,2.65676,2026337462.1235964,104976.25,102811.32,0.339,351.17,-0.00999999999476131,0.0033900000000000002,-9.608431431986152e-06,bullish
2025-05-14 20:41:31,104072.77,104082.17,104082.18,6.96845,0.00881,2027074992.4120755,104976.25,102811.32,0.329,340.86,-0.00999999999476131,0.00329,-9.608661319153232e-06,bullish
2025-05-14 20:41:33,104089.76,104133.07,104133.08,1.64325,1.46219,2029688583.0009441,104976.25,102811.32,0.324,336.13,-0.00999999999476131,0.0032400000000000003,-9.607092950124307e-06,bullish
2025-05-14 20:41:35,104120.28,104120.28,104120.29,4.45183,0.46502,2029912149.3820612,104976.25,102811.32,0.353,366.65,-0.00999999999476131,0.0035299999999999997,-9.6042768947234e-06,bullish
2025-05-14 20:41:37,104120.28,104120.28,104120.29,4.63768,0.32722,2029920053.836089,104976.25,102811.32,0.353,366.65,-0.00999999999476131,0.0035299999999999997,-9.6042768947234e-06,bullish
2025-05-14 20:41:39,104120.29,104120.28,104120.29,5.0551,0.48966,2029865688.9549742,104976.25,102811.32,0.35,362.77,-0.00999999999476131,0.0034999999999999996,-9.604275972302143e-06,bullish
2025-05-14 20:41:41,104120.28,104120.28,104120.29,5.11232,0.59911,2029870954.2218475,104976.25,102811.32,0.35,362.76,-0.00999999999476131,0.0034999999999999996,-9.6042768947234e-06,bullish
2025-05-14 20:41:43,104112.32,104112.32,104112.33,4.9114,0.14352,2029845438.2822258,104976.25,102811.32,0.352,365.18,-0.00999999999476131,0.0035199999999999997,-9.6050111982533e-06,bullish
2025-05-14 20:41:45,104112.33,104112.32,104112.33,3.20308,0.31033,2029850277.5044749,104976.25,102811.32,0.352,365.19,-0.00999999999476131,0.0035199999999999997,-9.605010275690987e-06,bullish
2025-05-14 20:41:47,104112.33,104112.32,104112.33,4.40102,0.41262,2029850681.90946,104976.25,102811.32,0.352,365.2,-0.00999999999476131,0.0035199999999999997,-9.605010275690987e-06,bullish
2025-05-14 20:41:50,104112.33,104112.32,104112.33,1.78665,2.56682,2030060498.6897147,104976.25,102811.32,0.352,365.19,-0.00999999999476131,0.0035199999999999997,-9.605010275690987e-06,bullish
2025-05-14 20:41:52,104112.32,104112.32,104112.33,6.15059,1.09392,2029993119.1500647,104976.25,102811.32,0.361,374.78,-0.00999999999476131,0.00361,-9.6050111982533e-06,bullish
2025-05-14 20:41:54,104126.44,104130.22,104130.23,4.08906,1.28139,2030080234.0561895,104976.25,102811.32,0.382,396.14,-0.00999999999476131,0.00382,-9.603708716788272e-06,bullish
2025-05-14 20:41:56,104130.22,104139.0,104139.01,5.50588,0.69725,2030353432.2979941,104976.25,102811.32,0.386,399.91,-0.00999999999476131,0.00386,-9.603360095427927e-06,bullish
2025-05-14 20:41:58,104139.01,104139.0,104139.01,4.73127,0.09078,2030785922.3039076,104976.25,102811.32,0.407,422.47,-0.00999999999476131,0.00407,-9.602549510276035e-06,bullish
2025-05-14 20:42:00,104142.84,104142.84,104142.85,6.82417,0.47056,2030809309.4721434,104976.25,102811.32,0.411,426.3,-0.010000000009313226,0.00411,-9.60219637693117e-06,bullish
2025-05-14 20:42:02,104142.84,104142.84,104142.85,3.17899,1.13388,2030802483.303046,104976.25,102811.32,0.413,428.55,-0.010000000009313226,0.00413,-9.60219637693117e-06,bullish
2025-05-14 20:42:04,104142.84,104142.84,104142.85,2.01983,1.10433,2030788521.237949,104976.25,102811.32,0.413,428.55,-0.010000000009313226,0.00413,-9.60219637693117e-06,bullish
2025-05-14 20:42:06,104142.84,104126.99,104127.0,1.26096,1.92856,2030786602.7937796,104976.25,102811.32,0.415,430.54,-0.00999999999476131,0.00415,-9.602196362958136e-06,bullish
2025-05-14 20:42:08,104126.99,104126.99,104127.0,5.03104,0.19783,2030853707.0848894,104976.25,102811.32,0.4,414.69,-0.00999999999476131,0.004,-9.603657989884573e-06,bullish
2025-05-14 20:42:10,104136.23,104136.23,104136.24,5.76351,0.78199,2030881931.5289235,104976.25,102811.32,0.411,426.14,-0.010000000009313226,0.00411,-9.602805871994047e-06,bullish
2025-05-14 20:42:12,104150.18,104150.18,104150.19,4.9905,1.08147,2031443804.866446,104976.25,102811.32,0.424,440.09,-0.010000000009313226,0.00424,-9.60151966066043e-06,bullish
2025-05-14 20:42:14,104150.18,104150.18,104150.19,3.87269,1.70391,2031419848.672373,104976.25,102811.32,0.444,460.52,-0.010000000009313226,0.00444,-9.60151966066043e-06,bullish
2025-05-14 20:42:16,104150.18,104150.18,104150.19,0.90361,1.79552,2031412227.1234884,104976.25,102811.32,0.449,465.7,-0.010000000009313226,0.00449,-9.60151966066043e-06,bullish
2025-05-14 20:42:18,104150.18,104150.18,104150.19,4.4215,1.42026,2031398762.284764,104976.25,102811.32,0.449,465.7,-0.010000000009313226,0.00449,-9.60151966066043e-06,bullish
2025-05-14 20:42:20,104150.18,104150.18,104150.19,3.41779,1.43252,2031408596.6912954,104976.25,102811.32,0.449,465.69,-0.010000000009313226,0.00449,-9.60151966066043e-06,bullish
2025-05-14 20:42:22,104150.18,104166.0,104166.01,0.02847,2.54938,2031398001.320333,104976.25,102811.32,0.453,469.67,-0.00999999999476131,0.00453,-9.60151964668838e-06,bullish
2025-05-14 20:42:24,104166.01,104164.36,104164.37,0.00529,2.95426,2031581269.5424008,104976.25,102811.32,0.468,485.51,-0.00999999999476131,0.00468,-9.600060513752337e-06,bullish
